text,labels,Clean_Text
"My throat is now only a dull ache ( as one nurse said, strep throat is the throat you don't forget, boy was she right! )","['fear', 'sadness']","throat dull ache ( nurse said, strep throat throat forget, boy right! )"
my stomach is all out of whack.,['fear'],stomach whack.
"I pulled it up, still heard the gushing sound, so I turned my head, and the other one stopped immediately.",['fear'],"pulled up, heard gushing sound, turned head, stopped immediately."
The house is trashed.,"['anger', 'fear', 'sadness']",house trashed.
They immediately started shooting meth and heroin.,"['anger', 'fear', 'sadness', 'surprise']",immediately started shooting meth heroin.
Scary going up but terrifying going down into awful LA traffic.,['fear'],Scary going terrifying going awful LA traffic.
"The part my grandfather said was broken and would lead to his doom, was broken.","['fear', 'sadness', 'surprise']","grandfather said broken lead doom, broken."
"We first met hatred was in my eyes, I Didn't want anything to do with you, lies.","['anger', 'fear', 'sadness']","met hatred eyes, want you, lies."
Most I've met off Craigslist.,"['fear', 'surprise']",I've met Craigslist.
I had been AWAKE.,"['fear', 'surprise']",AWAKE.
We wanted to put off going down route thumper (Never went through without being hit) well we had too anyway.,['fear'],wanted going route thumper (Never went hit) anyway.
"I had an ant crawling on my elbow just now, and I flicked him off.",['fear'],"ant crawling elbow now, flicked off."
She commented on everything that went into my mouth.,['anger'],commented went mouth.
I felt a gun pressed against my forehead and looked up.,"['fear', 'surprise']",felt gun pressed forehead looked up.
Threw my underwear away in their kitchen garbage.,"['fear', 'surprise']",Threw underwear away kitchen garbage.
I run to grab my friend only to see him dancing with another asian girl.,"['anger', 'sadness', 'surprise']",run grab friend dancing asian girl.
"I feel my head hurting, and the next thing I know school's over, I'm in the front of it with him and Traci, and he's pointing a finger at me and sort-of-yelling-sort-of-talking, and saying `` You faker! ''","['anger', 'fear', 'sadness', 'surprise']","feel head hurting, thing know school's over, I'm Traci, he's pointing finger sort-of-yelling-sort-of-talking, saying `` faker! ''"
"She was Brazilian, or Chinese, or something weird.","['fear', 'surprise']","Brazilian, Chinese, weird."
so stop shoving shit down my throat and into my head.,"['anger', 'fear']",stop shoving shit throat head.
I felt him press his face to my hair and start to whisper soothing things at me but I still couldn't hear anything but the pounding of my heart.,['fear'],felt press face hair start whisper soothing things hear pounding heart.
"Despite my anxiety, You were there with me, Diligently working in my heart, Stripping me of all of my pretense, Scourging me of all of my arrogance, Revealing each of my self-serving ways, Which have made my life a wasteland.","['fear', 'joy', 'sadness']","Despite anxiety, me, Diligently working heart, Stripping pretense, Scourging arrogance, Revealing self-serving ways, life wasteland."
"So many people from my family have seen someone in the reflection, always in the same place, matching the same description.","['fear', 'surprise']","people family seen reflection, place, matching description."
"The two proceeded to grab my body, one at the knees and the other at my shoulders.",['fear'],"proceeded grab body, knees shoulders."
My eyes were glassed over.,"['fear', 'sadness']",eyes glassed over.
"One day during practice, the question was read, ""Finish, the opening line of the traditional American song which begins, 'I wish I was-'""",['surprise'],"day practice, question read, ""Finish, opening line traditional American song begins, 'I wish was-'"""
"I just happened to hold the stresses and frustrations ( that most kids probably have with school, parents, new friends ) in my eyes.","['fear', 'sadness']","happened hold stresses frustrations ( kids probably school, parents, new friends ) eyes."
"To this day, we're still not too sure of where it came from.","['fear', 'surprise']","day, we're sure came from."
"They fit the intended recipient, but are entirely too big for my feet.",['sadness'],"fit intended recipient, entirely big feet."
About 2 weeks ago I thought I pulled a muscle in my calf.,"['fear', 'sadness']",2 weeks ago thought pulled muscle calf.
I remember swinging on the swings one day when I was in elementary school.,['joy'],remember swinging swings day elementary school.
") This event happened after the war, but before the wall went up.",['surprise'],") event happened war, wall went up."
"Made sense, they removed all identifiable information.",['surprise'],"sense, removed identifiable information."
"Once we got them all back into the room, one little girl ( the youngest of this group ) roughly pushed a little boy who was standing near me ( I was sitting with my legs blocking the doorway ) into the door jamb in her attempt to get out.","['fear', 'surprise']","got room, little girl ( youngest group ) roughly pushed little boy standing near ( sitting legs blocking doorway ) door jamb attempt out."
They were extremely close.,['joy'],extremely close.
I tried to fight but I received a strong hit on my back of the head and everything around became so dark.,"['anger', 'fear', 'sadness', 'surprise']",tried fight received strong hit head dark.
"My eyes are half-closed, heavy from the liquor and not sleepin, but still they're watchful of the tender, who they suspect of fueling the glass every time I leave to piss.",['fear'],"eyes half-closed, heavy liquor sleepin, they're watchful tender, suspect fueling glass time leave piss."
"My throat felt like I was choking down hot, spiked coals.","['fear', 'sadness']","throat felt like choking hot, spiked coals."
"I had no strength to reach for it, although I craved for it-since the hot water stopped flushing my skin, I felt icy needles and blades of cold air attacking my skin.","['fear', 'sadness']","strength reach it, craved it-since hot water stopped flushing skin, felt icy needles blades cold air attacking skin."
"Still numb.The numbness never left my arm, it was crazy.","['fear', 'sadness']","numb.The numbness left arm, crazy."
The line went dead.,"['fear', 'sadness', 'surprise']",line went dead.
"My limbs wouldn't move properly then, nothingness.","['fear', 'sadness']","limbs properly then, nothingness."
"We all refer to it as the witch scream, and to this day I have no idea what made it.","['fear', 'surprise']","refer witch scream, day idea it."
He ended up skidding down the bark and scraping raw the insides of his thighs.,"['fear', 'sadness', 'surprise']",ended skidding bark scraping raw insides thighs.
"The room smells like a rotting corpse, so it's nasty.","['anger', 'fear', 'sadness']","room smells like rotting corpse, nasty."
My friends were amazed none the less.,"['joy', 'surprise']",friends amazed less.
I can't bend or twist my head and no lifting anything over 10 pounds.,"['fear', 'sadness']",can't bend twist head lifting 10 pounds.
"I met my best female friend on omegle, she lives 3000 miles away from me and we have never met.","['fear', 'joy', 'surprise']","met best female friend omegle, lives 3000 miles away met."
My heart is aching today.,"['fear', 'sadness']",heart aching today.
"after the half day practice on wednesday, my arms were literally black and blue!","['fear', 'sadness']","half day practice wednesday, arms literally black blue!"
"I tried my best to keep my revulsion hidden, for things like that tend to turn my stomach, especially when the vendors claim that it is art.","['fear', 'sadness']","tried best revulsion hidden, things like tend turn stomach, especially vendors claim art."
